Problem,Package,File,Priority,Line,Description,Rule set,Rule
1,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/RunCommandService.java,3,60,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/RunCommandService.java,3,96,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/RunCommandService.java,3,197,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/RunCommandService.java,3,249,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/RunCommandService.java,3,264,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,247,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,260,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,265,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,268,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,271,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,282,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,285,This statement should have braces,Code Style,ControlStatementBraces
8,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,288,This statement should have braces,Code Style,ControlStatementBraces
9,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,299,This statement should have braces,Code Style,ControlStatementBraces
10,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,304,This statement should have braces,Code Style,ControlStatementBraces
11,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,307,This statement should have braces,Code Style,ControlStatementBraces
12,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,321,This statement should have braces,Code Style,ControlStatementBraces
13,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,331,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
14,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,362,Useless qualified this usage in the same class.,Code Style,UselessQualifiedThis
15,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,363,This statement should have braces,Code Style,ControlStatementBraces
16,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,371,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
17,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,438,This statement should have braces,Code Style,ControlStatementBraces
18,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,453,This statement should have braces,Code Style,ControlStatementBraces
19,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,456,This statement should have braces,Code Style,ControlStatementBraces
20,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,471,This statement should have braces,Code Style,ControlStatementBraces
21,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,480,This statement should have braces,Code Style,ControlStatementBraces
22,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,488,This statement should have braces,Code Style,ControlStatementBraces
23,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,499,This statement should have braces,Code Style,ControlStatementBraces
24,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,4,502,Useless parentheses.,Code Style,UselessParentheses
25,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,511,This statement should have braces,Code Style,ControlStatementBraces
26,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,516,This statement should have braces,Code Style,ControlStatementBraces
27,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,533,Useless qualified this usage in the same class.,Code Style,UselessQualifiedThis
28,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,569,Useless qualified this usage in the same class.,Code Style,UselessQualifiedThis
29,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,576,This statement should have braces,Code Style,ControlStatementBraces
30,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,577,This statement should have braces,Code Style,ControlStatementBraces
31,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,578,Useless qualified this usage in the same class.,Code Style,UselessQualifiedThis
32,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,588,This statement should have braces,Code Style,ControlStatementBraces
33,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,600,This statement should have braces,Code Style,ControlStatementBraces
34,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,658,This statement should have braces,Code Style,ControlStatementBraces
35,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,677,This statement should have braces,Code Style,ControlStatementBraces
36,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,810,This statement should have braces,Code Style,ControlStatementBraces
37,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,812,This statement should have braces,Code Style,ControlStatementBraces
38,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,845,This statement should have braces,Code Style,ControlStatementBraces
39,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,857,This statement should have braces,Code Style,ControlStatementBraces
40,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,866,This statement should have braces,Code Style,ControlStatementBraces
41,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,892,This statement should have braces,Code Style,ControlStatementBraces
42,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,895,This statement should have braces,Code Style,ControlStatementBraces
43,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxActivity.java,3,898,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxApplication.java,3,24,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,1,58,The utility class name 'TermuxInstaller' doesn't match '[A-Z][a-zA-Z0-9]+(Utils?|Helper|Constants)',Code Style,ClassNamingConventions
2,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,1,100,The local variable name 'PREFIX_FILE_LIST' doesn't match '[a-z][a-zA-Z0-9]*',Code Style,LocalVariableNamingConventions
3,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,4,102,Useless parentheses.,Code Style,UselessParentheses
4,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,158,Position literals first in String comparisons,Best Practices,LiteralsFirstInComparisons
5,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,159,it is recommended to wrap resource in try-with-resource declaration directly,Error Prone,CloseResource
6,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,164,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,189,This statement should have braces,Code Style,ControlStatementBraces
8,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,195,Do not start a literal by 0 unless its an octal value,Error Prone,AvoidUsingOctalValues
9,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,203,This statement should have braces,Code Style,ControlStatementBraces
10,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,224,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
11,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,251,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
12,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,1,265,The final local variable name 'LOG_TAG' doesn't match '[a-z][a-zA-Z0-9]*',Code Style,LocalVariableNamingConventions
13,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,270,The method 'run()' is missing an @Override annotation.,Best Practices,MissingOverride
14,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxInstaller.java,3,307,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxOpenReceiver.java,3,90,"When doing a String.toLowerCase()/toUpperCase() call, use a Locale",Error Prone,UseLocaleWithCaseConversions
2,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxOpenReceiver.java,3,91,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxOpenReceiver.java,3,141,A switch statement does not contain a break,Error Prone,ImplicitSwitchFallThrough
1,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,171,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,189,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,259,This for loop can be replaced by a foreach loop,Best Practices,ForLoopCanBeForeach
4,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,266,This for loop can be replaced by a foreach loop,Best Practices,ForLoopCanBeForeach
5,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,269,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,273,This for loop can be replaced by a foreach loop,Best Practices,ForLoopCanBeForeach
7,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,296,"When doing a String.toLowerCase()/toUpperCase() call, use a Locale",Error Prone,UseLocaleWithCaseConversions
8,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,301,"When doing a String.toLowerCase()/toUpperCase() call, use a Locale",Error Prone,UseLocaleWithCaseConversions
9,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,344,This statement should have braces,Code Style,ControlStatementBraces
10,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,366,This statement should have braces,Code Style,ControlStatementBraces
11,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,404,This statement should have braces,Code Style,ControlStatementBraces
12,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,408,Avoid unused local variables such as 'newTermuxTask'.,Best Practices,UnusedLocalVariable
13,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,420,This statement should have braces,Code Style,ControlStatementBraces
14,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,430,This statement should have braces,Code Style,ControlStatementBraces
15,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,437,This statement should have braces,Code Style,ControlStatementBraces
16,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,439,This statement should have braces,Code Style,ControlStatementBraces
17,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,448,This statement should have braces,Code Style,ControlStatementBraces
18,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,466,This statement should have braces,Code Style,ControlStatementBraces
19,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,481,This statement should have braces,Code Style,ControlStatementBraces
20,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,493,This statement should have braces,Code Style,ControlStatementBraces
21,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,512,This statement should have braces,Code Style,ControlStatementBraces
22,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,522,This statement should have braces,Code Style,ControlStatementBraces
23,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,533,This statement should have braces,Code Style,ControlStatementBraces
24,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,535,This statement should have braces,Code Style,ControlStatementBraces
25,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,544,This statement should have braces,Code Style,ControlStatementBraces
26,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,549,This statement should have braces,Code Style,ControlStatementBraces
27,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,562,This statement should have braces,Code Style,ControlStatementBraces
28,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,577,This statement should have braces,Code Style,ControlStatementBraces
29,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,584,This statement should have braces,Code Style,ControlStatementBraces
30,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,593,This statement should have braces,Code Style,ControlStatementBraces
31,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,615,This statement should have braces,Code Style,ControlStatementBraces
32,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,620,This statement should have braces,Code Style,ControlStatementBraces
33,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,626,This statement should have braces,Code Style,ControlStatementBraces
34,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,630,This statement should have braces,Code Style,ControlStatementBraces
35,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,648,This statement should have braces,Code Style,ControlStatementBraces
36,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,650,This statement should have braces,Code Style,ControlStatementBraces
37,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,671,This statement should have braces,Code Style,ControlStatementBraces
38,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,673,This statement should have braces,Code Style,ControlStatementBraces
39,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,687,This for loop can be replaced by a foreach loop,Best Practices,ForLoopCanBeForeach
40,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,687,This statement should have braces,Code Style,ControlStatementBraces
41,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,696,This for loop can be replaced by a foreach loop,Best Practices,ForLoopCanBeForeach
42,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,696,This statement should have braces,Code Style,ControlStatementBraces
43,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,723,This statement should have braces,Code Style,ControlStatementBraces
44,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,4,729,Useless parentheses.,Code Style,UselessParentheses
45,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,737,This statement should have braces,Code Style,ControlStatementBraces
46,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,769,This statement should have braces,Code Style,ControlStatementBraces
47,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,790,This statement should have braces,Code Style,ControlStatementBraces
48,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,793,This statement should have braces,Code Style,ControlStatementBraces
49,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,812,This statement should have braces,Code Style,ControlStatementBraces
50,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,814,This statement should have braces,Code Style,ControlStatementBraces
51,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,824,This statement should have braces,Code Style,ControlStatementBraces
52,com.termux.app,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/TermuxService.java,3,834,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app.activities,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/activities/SettingsActivity.java,3,57,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app.activities,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/activities/SettingsActivity.java,3,119,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxAPIPreferencesFragment.java,3,20,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxFloatPreferencesFragment.java,3,20,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxFloatPreferencesFragment.java,3,32,Avoid unused private fields such as 'mContext'.,Best Practices,UnusedPrivateField
3,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxFloatPreferencesFragment.java,3,32,Perhaps 'mContext' could be replaced by a local variable.,Design,SingularField
4,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxFloatPreferencesFragment.java,3,33,Avoid unused private fields such as 'mPreferences'.,Best Practices,UnusedPrivateField
5,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxFloatPreferencesFragment.java,3,33,Perhaps 'mPreferences' could be replaced by a local variable.,Design,SingularField
1,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxPreferencesFragment.java,3,20,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxPreferencesFragment.java,3,32,Avoid unused private fields such as 'mContext'.,Best Practices,UnusedPrivateField
3,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxPreferencesFragment.java,3,32,Perhaps 'mContext' could be replaced by a local variable.,Design,SingularField
4,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxPreferencesFragment.java,3,33,Avoid unused private fields such as 'mPreferences'.,Best Practices,UnusedPrivateField
5,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxPreferencesFragment.java,3,33,Perhaps 'mPreferences' could be replaced by a local variable.,Design,SingularField
1,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxTaskerPreferencesFragment.java,3,20,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxTaskerPreferencesFragment.java,3,32,Avoid unused private fields such as 'mContext'.,Best Practices,UnusedPrivateField
3,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxTaskerPreferencesFragment.java,3,32,Perhaps 'mContext' could be replaced by a local variable.,Design,SingularField
4,com.termux.app.fragments.settings,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/app/fragments/settings/TermuxTaskerPreferencesFragment.java,3,33,Avoid unused private fields such as 'mPreferences'.,Best Practices,UnusedPrivateField
